id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
33,4.658896,tcp,http,FIN,19,0,3125,2082,0.0,254,252,0.0,24845.099342,3,1,262.753687,99.252543,15777.096978,104.501178,255,1895601776,43208215,255,0.582767,0.11431,0.056227,125,132,4,0,1,West Virginia,2,1,1,1,0,0,1,3,3,0,Exploits,1
34,2.172694,tcp,ftp,FIN,31,25,1839,1013,0.0,254,252,421970.75478917995,886.248357,6,4,88.465863,97.486987,6900.966376,117.338389,255,3162978793,273970742,255,0.194197,0.06293,0.04401,50,86,0,4,1,North Carolina,1,1,1,2,1,1,0,1,1,0,Normal,0
35,0.818415,tcp,-,FIN,13,10,724,448,0.0,254,252,502366.67344265035,8128.082926,2,0,57.380634,86.377232,2330.305595,92.11875,255,4017259079,3877526963,255,0.132917,0.056605,0.081727,93,57,0,0,3,Pennsylvania,1,1,1,1,0,0,0,2,4,0,Fuzzers,1
36,0.017846,udp,dns,CON,1,11,24,305,1536.752966,31,29,0.0,350767.38329,0,0,14.814191,3.31533,307.099153,0.0,0,0,5555502,0,0.000113,0.000311,0.000338,151,78,0,11,3,Idaho,7,1,1,2,0,0,0,2,11,1,Normal,0
37,0.017496,qnx,-,INT,3,1,386,436,108195.320109,254,0,550591782.1939422,0.0,0,0,26.985304,3.15268,245.922971,8.935523,0,2274322,0,0,0.000501,0.000474,0.0,93,0,0,0,8,Alaska,10,11,1,1,0,0,0,12,9,0,Exploits,1
38,0.007998,udp,dns,INT,1,0,24,0,95967.243045,254,0,41169247.10210664,0.0,1,0,26.814151,0.0,195.06798,4.212955,0,3616972,0,0,0.00024,0.000185,0.000252,58,1,0,0,12,Oklahoma,6,6,11,10,0,0,0,7,9,0,Generic,1
39,1.413159,tcp,-,FIN,10,5,89833,300,591.653481,254,252,828288.3149046577,0.0,22,0,62.142254,74.758045,2821.888454,88.075173,255,3407640395,4082146189,255,0.247043,0.137269,0.064536,637,44,0,0,3,Utah,1,1,1,3,0,0,0,1,2,0,Normal,0
40,0.005503,udp,dns,INT,1,0,69,0,104773.661962,254,0,43484508.2754201,0.0,0,0,0.0,1.081768,0.0,0.0,0,10730536,0,0,0.0,0.000544,0.0,61,0,0,0,32,Montana,9,18,4,35,0,0,0,18,28,0,Generic,1
41,0.025065,udp,dns,CON,1,0,24,538,3526.80298,31,29,765974.2820860146,1126339.407151,0,0,27.397723,8.316561,37.807601,21.16325,0,0,2324319,0,0.0,1.1e-05,0.00028,85,82,0,0,2,Alabama,5,1,1,1,0,0,0,2,3,0,Normal,0
42,0.202352,tcp,-,FIN,6,6,379,0,0.0,254,252,412494.5333372413,0.0,4,1,59.463696,88.862846,2727.544479,258.242931,255,2523886363,1740941831,255,0.134576,0.057544,0.038508,57,40,0,0,2,Nebraska,2,2,1,3,0,0,0,2,4,0,Normal,0
43,0.004876,udp,dns,CON,1,1,24,0,6199.042239,254,0,0.0,6215.205745,0,0,9.876167,0.0,0.0,0.0,0,0,0,0,0.000593,2.1e-05,0.000585,54,0,0,46,1,Nebraska,4,1,1,1,0,0,0,2,1,0,Generic,1
44,0.007697,udp,-,CON,1,2,28,0,718.204313,30,32,989569.2811646727,10402.234084,0,0,26.531185,0.0,0.0,6.907543,0,0,11397957,0,0.0,0.0,0.0,183,55,0,0,4,Delaware,3,1,1,2,0,0,0,4,2,0,Normal,0
45,0.863226,tcp,ssl,FIN,12,10,24,671,1125.422952,254,252,359072.57681390265,317646.456149,3,2,46.340298,66.357453,4546.65095,225.428668,255,3346981336,1523894345,255,0.076829,0.060807,0.042909,255,167,0,0,1,Kentucky,1,1,1,3,0,0,0,1,1,0,DoS,1
46,0.02033,unas,-,INT,3,0,382,0,251138.140293,254,0,106231866.29018599,0.0,0,0,37.993889,2.503406,42.102477,5.185445,0,0,0,0,5.5e-05,9.4e-05,0.0,89,0,0,0,4,Delaware,2,2,2,6,0,0,0,2,5,0,Exploits,1
47,0.605382,tcp,-,FIN,9,13,860,500,671.590314,254,252,116985.61962950046,5072.027242,1,3,44.012416,40.467919,4049.926972,137.728206,255,3898811365,3026780352,255,0.10047,0.061198,0.072232,359,640,0,0,4,Kentucky,3,1,1,3,0,0,0,3,2,0,Normal,1
48,0.329307,tcp,-,FIN,3,10,881,377,1079.184331,254,252,187922.32105648218,1509.797615,6,1,41.290116,87.031022,3385.142446,26.611746,255,3113212144,1419461704,255,0.170267,0.056519,0.069721,55,48,0,0,5,New Jersey,1,1,1,6,0,0,0,1,2,0,Normal,0
49,0.268569,tcp,ftp,FIN,11,8,24,611,733.127592,62,252,0.0,15254.313059,1,1,86.365682,26.072703,0.0,3414.456881,255,107432260,974239457,255,0.000951,0.000546,0.001367,52,71,0,0,2,Florida,4,2,2,4,2,2,0,5,2,0,Exploits,1
50,8.687966,tcp,-,REQ,6,0,651,475,329940.777485,254,0,0.0,0.0,2,0,49.369864,4.879874,144.568802,0.0,255,0,3428552,0,0.000162,0.0,0.0,47,1,0,0,9,Arkansas,11,12,1,16,0,0,0,6,30,0,Normal,0
51,0.734404,tcp,-,CON,7,1,4921,792,0.0,62,252,0.0,0.0,3,1,79.915128,1.089364,4330.875726,25.048631,255,1200920720,1397810033,255,0.429439,0.236642,0.173815,133,44,0,25,3,Illinois,4,2,1,3,0,0,0,2,4,0,Normal,0
52,0.726415,tcp,http,CON,1,12,152,524,0.0,254,252,0.0,2119.248269,9,2,45.871444,68.858346,1415.809044,25.477239,255,569977148,3701909717,255,0.03308,0.011913,0.03379,154,45,9,0,3,Wisconsin,1,1,1,2,0,0,1,1,5,0,DoS,1
53,0.036316,tcp,-,FIN,34,9,9676,2217,3190.55448,31,29,1622851.685152819,2547925.946878,5,7,0.0,3.994372,491.202941,0.0,255,4241961514,1994595562,255,0.000315,0.000225,0.0,110,76,0,0,10,Georgia,7,1,1,5,0,0,0,5,8,0,Normal,0
54,0.0,udp,dns,CON,2,1,24,0,635.585541,254,0,592414.1756430267,738.534489,0,0,67.477164,58.210882,0.0,0.0,0,0,0,0,0.000359,0.000156,0.0,55,1,0,0,44,New Jersey,18,42,18,2,0,0,0,41,3,0,Generic,1
55,0.0,udp,dns,INT,1,0,24,0,102985.15731,254,0,64334323.584069595,3576.293764,0,0,0.0,0.0,0.0,0.091836,0,2010496,0,0,0.0,0.0,0.0,56,0,0,0,44,Michigan,3,42,25,46,0,0,0,42,44,0,Generic,1
56,0.0,udp,dns,INT,1,0,24,0,109941.650682,254,0,45696516.86892504,0.0,0,0,13.146924,0.410473,139.608033,0.0,0,600177,0,0,0.000275,0.0,0.000535,56,0,0,0,6,Idaho,3,4,3,3,0,0,0,4,10,0,Generic,1
57,0.683882,tcp,irc,FIN,10,29,679,1064,460.289911,62,252,0.0,17507.303886,4,5,45.528686,75.389281,2608.430225,4146.878326,255,218893732,2403369003,255,0.049606,0.015952,0.031072,49,85,0,0,1,Rhode Island,1,1,1,2,0,0,0,1,1,0,Exploits,1
58,18.849902,arp,-,CLO,7,0,271,934,0.0,0,0,0.0,3604.127128,1,0,1649.083341,10.88342,466.236503,36.848661,0,0,7186388,0,0.0,0.0,1.1e-05,43,0,0,0,1,Florida,1,1,1,2,0,0,0,1,1,1,Normal,0
59,0.0,tcp,-,INT,5,1,1284,637,93421.223186,254,0,54423279.43513504,0.0,0,0,3.275497,3.073778,212.120578,0.0,255,0,1381920,0,0.000508,0.0,0.0,544,1,0,0,22,South Dakota,14,4,1,4,0,0,0,6,14,0,Normal,0
60,0.037842,tcp,ftp,FIN,47,59,2027,2977,1815.000913,31,29,56371.7426229062,454487.396043,7,19,70.212526,11.893314,674.025747,7875.221929,255,129630627,3203832762,255,0.001364,0.000674,0.000897,54,73,0,4,1,New Mexico,3,1,1,2,1,1,0,4,1,0,Normal,0
61,0.0135,unas,-,INT,1,0,24,0,108117.145823,254,0,52833605.33110369,436.368925,0,0,15.348952,0.0,437.62989,16.593107,0,0,0,0,0.0,0.000245,0.000123,95,0,0,47,10,Minnesota,3,3,4,7,0,0,0,9,11,0,Backdoor,1
62,0.599555,tcp,-,FIN,11,6,589,18,0.0,254,252,531401.5032418271,614.673745,2,1,92.731248,81.240156,3350.856696,179.665824,255,543256147,584948221,255,0.177146,0.048367,0.068021,51,50,0,0,8,Nebraska,1,1,1,5,0,0,0,1,4,0,Normal,0
63,0.020374,udp,-,INT,4,0,401,679,989870.717711,254,0,410746159.51299495,0.0,0,0,20.173029,2.731546,0.0,1.978416,0,0,2032268,0,0.0,0.0,0.0,57,0,0,0,1,Missouri,2,1,1,4,0,0,0,6,25,0,Normal,0
64,0.612286,tcp,ftp,FIN,51,58,2590,3958,2226.317204,31,29,584913.8229606289,380377.524313,3,5,56.58098,80.468678,296.520382,3763.93009,255,197980960,1093178170,255,0.000639,0.000121,0.000667,57,75,0,0,2,Massachusetts,4,2,2,4,1,2,0,4,2,0,Normal,0
65,2.252217,tcp,ftp,FIN,27,21,2062,6258,0.0,62,252,0.0,11101.084121,6,13,251.919406,88.410911,7282.611865,5148.423933,255,272363466,2302960864,255,0.06496,0.011872,0.080575,52,66,0,0,1,Kentucky,5,1,1,2,1,1,0,2,1,0,Exploits,1
66,0.019244,tcp,snmp,FIN,8,21,24,16594,0.0,254,252,171431.63803359825,4692.216008,1,6,37.858145,3.684529,55.315421,0.0,255,2795376471,4051159086,255,0.000839,0.05371,0.000108,59,926,0,0,1,Iowa,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
67,0.026228,sat-mon,-,INT,3,0,24,0,108936.396869,254,0,71015267.2912092,0.0,0,0,0.0,3.151402,132.060596,7.551194,0,2160218,0,0,0.0,0.0,0.0,95,0,0,0,5,Kansas,2,2,2,4,0,0,0,12,6,0,Exploits,1
68,39.255464,tcp,http,FIN,93,32,1893,1005,0.0,254,252,0.0,0.0,6,1,296.484071,2761.079151,16730.657029,14781.466144,255,1281065317,3555291186,255,0.122153,0.062785,0.079587,1139,51,1,113,3,Texas,2,2,2,1,0,0,2,1,1,0,Normal,0
69,1.930224,tcp,ftp,FIN,12,6,1086,755,359.619511,254,252,567635.5442248445,658.405346,5,5,104.868068,130.826892,7121.178247,96.527023,255,2369963889,2727513460,255,0.097668,0.055372,0.030551,48,59,0,0,1,Georgia,1,1,1,1,1,1,0,18,1,0,Exploits,0
70,0.176151,tcp,-,FIN,9,6,567,0,0.0,254,252,0.0,4979.607777,3,1,76.475448,63.947277,1907.600998,71.697756,255,1959316473,3351725708,254,0.107038,0.060848,0.076681,87,47,0,0,3,Maryland,2,2,1,4,0,0,0,5,5,0,Reconnaissance,1
71,1.564175,tcp,-,FIN,10,45,1057,1329,0.0,62,252,0.0,6112.14929,3,3,90.928387,29.940181,4503.656743,1411.209407,255,2985215643,2888931395,255,0.116185,0.060664,0.07169,84,82,0,0,4,New Hampshire,2,2,1,1,0,0,0,2,7,0,Exploits,1
72,0.020753,arp,-,INT,1,0,24,0,827.699173,1,0,0.0,6803.335008,0,0,59058.18039,0.0,0.0,0.0,0,0,2437984,0,0.0,0.0,0.0,46,0,0,0,1,Maine,1,1,1,1,0,0,0,1,1,1,Normal,0
73,0.002735,udp,dns,INT,1,0,24,0,495948.305997,254,0,148351219.7722608,3457.964393,0,0,9.298977,1.577155,0.0,9.293594,0,0,0,0,0.0,0.0,0.000139,61,1,0,0,36,Arizona,7,6,12,5,0,0,0,4,11,0,Generic,1
74,0.752473,tcp,http,FIN,9,11,1931,1440,0.0,62,252,0.0,4806.137089,3,3,66.834945,68.531638,3617.503574,199.499906,255,209149636,1064144095,255,0.055414,0.108207,0.038627,94,83,0,0,1,New Hampshire,1,1,1,1,0,0,1,1,1,0,Exploits,1
75,0.013151,tcp,http,FIN,17,38,1636,26614,494.537315,32,29,0.0,1240132.081934,3,25,72.261764,57.143939,263.889015,7581.611262,255,1286496288,3198316210,255,0.001987,0.000903,0.000565,60,667,1,4080,1,Arizona,1,1,1,1,0,0,1,4,1,0,Normal,0
76,9.834047,sat-mon,-,INT,5,0,610,0,106284.035203,254,0,418313329.810944,0.0,1,0,8.734933,3.450319,503.026125,0.0,0,0,0,0,0.001045,0.000785,0.000162,322,0,0,0,6,Montana,2,2,2,2,0,0,0,3,8,0,Normal,0
77,0.0,udp,dns,INT,3,0,24,189,114197.726647,254,0,46084408.17398573,2765.548027,0,0,1.229545,1.357794,136.272286,5.509418,0,0,3879418,0,0.0,0.001076,0.0,55,0,0,0,8,North Carolina,3,4,4,4,0,0,0,4,4,0,Generic,1
78,0.017711,il,-,INT,2,0,24,359,117188.797746,254,0,76154996.4595761,0.0,0,0,14.144084,2.770301,14.558267,0.0,0,0,0,0,0.0,0.0,0.0,75,0,0,0,3,Wisconsin,1,1,1,2,0,0,0,1,4,0,Exploits,1
79,0.0,scps,-,INT,2,0,24,583,109196.95476,254,0,75391532.95899671,0.0,0,0,0.0,0.0,33.784977,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,Florida,6,7,4,4,0,0,0,4,18,0,Backdoor,1
80,0.573895,tcp,ftp,FIN,28,29,1327,1625,0.0,62,252,100185.88943984368,9786.909245,5,7,28.191607,67.057363,3007.253054,4060.429495,255,2630445706,2643319378,255,0.045031,0.009839,0.028638,78,92,0,0,1,Montana,1,1,1,1,1,1,0,1,1,0,Exploits,1
81,0.73612,tcp,http,FIN,51,30,8304,33262,0.0,62,252,290762.53179928765,269596.113605,19,18,47.117943,4.067899,2258.797029,1205.175695,255,1266038789,1569752428,255,0.05564,0.007399,0.0292,77,986,1,18,4,New Hampshire,1,1,1,1,0,0,1,1,1,0,Exploits,1
82,0.55779,tcp,http,FIN,10,8,677,0,0.0,254,252,404694.9507424154,0.0,3,1,129.419369,174.567804,4368.637304,140.999358,255,1978990988,4017962954,255,0.140802,0.05727,0.070929,88,46,1,39,2,Georgia,2,2,2,3,0,0,4,2,2,0,Normal,0
83,0.029184,arp,-,INT,1,0,361,0,765.798546,0,0,0.0,0.0,0,0,60009.992,1.696389,137.79213,2.850868,0,0,873827,0,0.000183,0.0,0.0,50,0,0,0,1,New York,1,1,1,1,0,0,0,1,1,1,Normal,0
84,0.066081,tcp,ftp,FIN,42,60,2713,9466,1916.949174,32,29,1128112.5083414272,898718.622637,7,16,10.211858,6.226338,181.402179,59.718559,255,2008732834,3024175732,255,0.000784,0.000162,0.000183,58,73,0,9,2,Missouri,4,1,1,4,1,1,0,4,2,0,Normal,0
85,0.785069,tcp,-,CON,8,7,198,235,0.0,254,252,554335.5281379942,1685.461973,3,1,102.47703,125.156344,4047.080929,177.8085,255,2438294451,4109853874,255,0.306772,0.124026,0.141117,59,42,0,0,2,Massachusetts,1,1,1,3,0,0,0,1,2,0,Normal,0
86,0.001238,udp,dns,INT,2,0,24,72,114078.112935,254,0,69202075.15702492,0.0,0,0,1.671606,1.537267,0.0,0.0,0,0,0,0,0.0,0.0,0.000261,55,1,0,8,9,Arizona,2,2,2,2,0,0,0,2,4,0,Generic,1
87,3.006998,tcp,ftp,FIN,30,7,1783,326,0.0,254,252,34258.32164198355,0.0,6,3,77.819417,98.570142,3367.040643,171.408583,255,1296321012,881811533,255,0.167011,0.074048,0.08725,55,53,0,0,2,Connecticut,1,1,1,3,0,0,0,3,4,0,Normal,0
88,0.545129,tcp,-,FIN,18,38,980,535556,0.0,62,252,0.0,10978869.387101,3,20,17.700675,26.673528,5064.896824,145.509124,255,3634209208,1924494228,255,0.095502,0.031486,0.036537,54,902,0,36,1,Wyoming,1,1,1,1,0,0,0,1,1,0,DoS,1
89,0.037877,udp,dns,INT,3,0,334,61,251493.8968,254,0,396115862.5356475,2696.416072,0,0,2.384413,2.743253,116.12959,0.999517,0,0,1176916,0,0.000342,0.0,0.000842,59,0,0,0,37,Rhode Island,25,25,25,4,0,0,0,26,29,0,Generic,1
90,0.463717,tcp,http,FIN,12,13,1876,10482,0.0,62,252,0.0,395123.856841,3,5,72.107566,50.25239,2180.149876,1475.64959,255,494649785,655275867,255,0.050268,0.009521,0.042068,128,502,2,0,1,Louisiana,1,1,1,1,0,0,1,1,1,0,Exploits,1
91,0.701057,tcp,-,FIN,16,48,1433,25318,0.0,62,252,0.0,228380.192323,3,4,79.079668,0.0,3154.573901,30.456807,255,2565826104,519977084,255,0.044275,0.049434,0.035118,57,834,0,0,4,Mississippi,2,1,1,1,0,0,0,2,3,0,DoS,1
92,0.518554,tcp,-,FIN,7,5,840,0,1145.349516,254,252,0.0,2569.269126,2,1,37.11236,90.36054,4859.20033,144.76353,255,2126924799,166481281,255,0.17242,0.183486,0.070796,78,43,0,0,1,West Virginia,1,1,1,1,0,0,0,1,1,0,Reconnaissance,1
93,0.009652,udp,-,INT,1,0,86,0,97908.102036,254,0,52884367.36256446,0.0,0,0,0.0,1.79847,237.820853,2.52874,0,0,0,0,0.000507,0.000245,0.000224,82,0,0,0,2,Idaho,1,1,1,3,0,0,0,1,5,0,Fuzzers,1
94,1.554631,tcp,ftp,FIN,26,42,1778,1649,817.279678,62,252,1028668.7156625999,12520.859822,8,5,36.817283,73.35424,3571.252725,39.207321,255,261993877,349187851,255,0.0,0.000744,0.093024,52,86,0,34,2,Pennsylvania,3,1,1,3,1,1,0,18,2,0,Exploits,1
95,0.0,udp,-,CON,3,6,24,890,1299.297548,31,29,513209.3381514018,380095.941597,0,0,170.072729,3.318745,53.7362,2.731653,0,0,0,0,0.000395,0.001794,0.0,167,85,0,0,3,Massachusetts,5,1,1,2,0,0,0,8,5,0,Normal,0
96,0.547215,tcp,-,CON,13,35,345,5825,782.465958,32,30,649655.985081042,53240.511802,3,5,24.756239,6.057291,2045.660559,0.0,255,169525151,579975648,255,0.00112,0.000416,0.000585,67,576,0,0,3,Louisiana,1,1,1,1,0,0,0,1,8,0,Normal,0
